Index;Size;Sick;Death;mindays;maxSickDays;Total;Dead;Immune;Infected;Healthy;Epidemic
RESULTS
[[1600, 0, 199, 0, 1401, 0], [1600, 0, 208, 0, 1392, 0], [1600, 0, 499, 0, 1101, 0], [1600, 0, 470, 0, 1130, 0], [1600, 0, 58, 0, 1542, 0], [1600, 0, 4, 0, 1596, 0], [1600, 0, 1, 0, 1599, 0], [1600, 0, 5, 0, 1595, 0], [1600, 0, 228, 0, 1372, 0], [1600, 0, 53, 0, 1547, 0]]
40;0.0305;0.0;6;9;1600;0;182;0;1418;0
40;0.0305;0.0;6;9;1600;0;296;0;1304;0
40;0.0305;0.0;6;9;1600;0;58;0;1542;0
40;0.0305;0.0;6;9;1600;0;361;0;1239;0
40;0.0305;0.0;6;9;1600;0;1;0;1599;0
40;0.0305;0.0;6;9;1600;0;5;0;1595;0
40;0.0305;0.0;6;9;1600;0;374;0;1226;0
40;0.0305;0.0;6;9;1600;0;325;0;1275;0
RESULTS
[[1600, 0, 224, 0, 1376, 0], [1600, 0, 523, 0, 1077, 0], [1600, 0, 24, 0, 1576, 0], [1600, 0, 421, 0, 1179, 0], [1600, 0, 58, 0, 1542, 0], [1600, 0, 683, 0, 917, 0], [1600, 0, 1, 0, 1599, 0], [1600, 0, 5, 0, 1595, 0], [1600, 0, 367, 0, 1233, 0], [1600, 0, 325, 0, 1275, 0]]
40;0.0306;0.0;6;9;1600;0;224;0;1376;0
40;0.0306;0.0;6;9;1600;0;523;0;1077;0
40;0.0306;0.0;6;9;1600;0;24;0;1576;0
40;0.0306;0.0;6;9;1600;0;421;0;1179;0
40;0.0306;0.0;6;9;1600;0;58;0;1542;0
40;0.0306;0.0;6;9;1600;0;683;0;917;0
40;0.0306;0.0;6;9;1600;0;1;0;1599;0
40;0.0306;0.0;6;9;1600;0;5;0;1595;0
40;0.0306;0.0;6;9;1600;0;367;0;1233;0
40;0.0306;0.0;6;9;1600;0;325;0;1275;0
