Index;Size;Sick;Death;mindays;maxSickDays;Total;Dead;Immune;Infected;Healthy;Epidemic
3;40;0.0244;0.0;6;33;1600;0;1567;0;33;1
4;40;0.0244;0.0;6;39;1600;0;1589;0;11;1
5;40;0.0244;0.0;6;45;1600;0;1591;0;9;1
6;40;0.0244;0.0;6;51;1600;0;1591;0;9;1
7;40;0.0244;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0244;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0244;0.0;6;69;1600;0;1595;0;5;1
0;40;0.0245;0.0;6;15;1600;0;882;0;718;1
1;40;0.0245;0.0;6;21;1600;0;1458;0;142;1
2;40;0.0245;0.0;6;27;1600;0;1532;0;68;1
3;40;0.0245;0.0;6;33;1600;0;1568;0;32;1
4;40;0.0245;0.0;6;39;1600;0;1574;0;26;1
5;40;0.0245;0.0;6;45;1600;0;1586;0;14;1
6;40;0.0245;0.0;6;51;1600;0;1595;0;5;1
7;40;0.0245;0.0;6;57;1600;0;1595;0;5;1
8;40;0.0245;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0245;0.0;6;69;1600;0;1597;0;3;1
0;40;0.0246;0.0;6;15;1600;0;961;0;639;1
1;40;0.0246;0.0;6;21;1600;0;1353;0;247;1
2;40;0.0246;0.0;6;27;1600;0;1513;0;87;1
3;40;0.0246;0.0;6;33;1600;0;1563;0;37;1
4;40;0.0246;0.0;6;39;1600;0;1585;0;15;1
5;40;0.0246;0.0;6;45;1600;0;1590;0;10;1
6;40;0.0246;0.0;6;51;1600;0;1594;0;6;1
7;40;0.0246;0.0;6;57;1600;0;1594;0;6;1
8;40;0.0246;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0246;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0247;0.0;6;15;1600;0;724;0;876;0
1;40;0.0247;0.0;6;21;1600;0;1402;0;198;1
2;40;0.0247;0.0;6;27;1600;0;1497;0;103;1
3;40;0.0247;0.0;6;33;1600;0;1560;0;40;1
4;40;0.0247;0.0;6;39;1600;0;1588;0;12;1
5;40;0.0247;0.0;6;45;1600;0;1594;0;6;1
6;40;0.0247;0.0;6;51;1600;0;1593;0;7;1
7;40;0.0247;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0247;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0247;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0248;0.0;6;15;1600;0;827;0;773;1
1;40;0.0248;0.0;6;21;1600;0;1455;0;145;1
2;40;0.0248;0.0;6;27;1600;0;1547;0;53;1
3;40;0.0248;0.0;6;33;1600;0;1565;0;35;1
4;40;0.0248;0.0;6;39;1600;0;1589;0;11;1
5;40;0.0248;0.0;6;45;1600;0;1590;0;10;1
6;40;0.0248;0.0;6;51;1600;0;1596;0;4;1
7;40;0.0248;0.0;6;57;1600;0;1595;0;5;1
8;40;0.0248;0.0;6;63;1600;0;1596;0;4;1
9;40;0.0248;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0249;0.0;6;15;1600;0;767;0;833;0
1;40;0.0249;0.0;6;21;1600;0;1408;0;192;1
2;40;0.0249;0.0;6;27;1600;0;1533;0;67;1
3;40;0.0249;0.0;6;33;1600;0;1562;0;38;1
4;40;0.0249;0.0;6;39;1600;0;1574;0;26;1
5;40;0.0249;0.0;6;45;1600;0;1589;0;11;1
6;40;0.0249;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0249;0.0;6;57;1600;0;1600;0;0;1
8;40;0.0249;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0249;0.0;6;69;1600;0;1596;0;4;1
0;40;0.025;0.0;6;15;1600;0;428;0;1172;0
1;40;0.025;0.0;6;21;1600;0;1481;0;119;1
2;40;0.025;0.0;6;27;1600;0;1500;0;100;1
3;40;0.025;0.0;6;33;1600;0;1551;0;49;1
4;40;0.025;0.0;6;39;1600;0;1573;0;27;1
5;40;0.025;0.0;6;45;1600;0;1587;0;13;1
6;40;0.025;0.0;6;51;1600;0;1593;0;7;1
7;40;0.025;0.0;6;57;1600;0;1595;0;5;1
8;40;0.025;0.0;6;63;1600;0;1597;0;3;1
9;40;0.025;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0251;0.0;6;15;1600;0;388;0;1212;0
1;40;0.0251;0.0;6;21;1600;0;1396;0;204;1
2;40;0.0251;0.0;6;27;1600;0;1535;0;65;1
3;40;0.0251;0.0;6;33;1600;0;1583;0;17;1
4;40;0.0251;0.0;6;39;1600;0;1584;0;16;1
5;40;0.0251;0.0;6;45;1600;0;1589;0;11;1
6;40;0.0251;0.0;6;51;1600;0;1584;0;16;1
7;40;0.0251;0.0;6;57;1600;0;1600;0;0;1
8;40;0.0251;0.0;6;63;1600;0;1597;0;3;1
9;40;0.0251;0.0;6;69;1600;0;1597;0;3;1
0;40;0.0252;0.0;6;15;1600;0;388;0;1212;0
1;40;0.0252;0.0;6;21;1600;0;1433;0;167;1
2;40;0.0252;0.0;6;27;1600;0;1513;0;87;1
3;40;0.0252;0.0;6;33;1600;0;1568;0;32;1
4;40;0.0252;0.0;6;39;1600;0;1586;0;14;1
5;40;0.0252;0.0;6;45;1600;0;1588;0;12;1
6;40;0.0252;0.0;6;51;1600;0;1594;0;6;1
7;40;0.0252;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0252;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0252;0.0;6;69;1600;0;1600;0;0;1
0;40;0.0253;0.0;6;15;1600;0;1100;0;500;1
1;40;0.0253;0.0;6;21;1600;0;1483;0;117;1
2;40;0.0253;0.0;6;27;1600;0;1526;0;74;1
3;40;0.0253;0.0;6;33;1600;0;1579;0;21;1
4;40;0.0253;0.0;6;39;1600;0;1569;0;31;1
5;40;0.0253;0.0;6;45;1600;0;1590;0;10;1
6;40;0.0253;0.0;6;51;1600;0;1590;0;10;1
7;40;0.0253;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0253;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0253;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0254;0.0;6;15;1600;0;1077;0;523;1
1;40;0.0254;0.0;6;21;1600;0;1403;0;197;1
2;40;0.0254;0.0;6;27;1600;0;1540;0;60;1
3;40;0.0254;0.0;6;33;1600;0;1578;0;22;1
4;40;0.0254;0.0;6;39;1600;0;1580;0;20;1
5;40;0.0254;0.0;6;45;1600;0;1591;0;9;1
6;40;0.0254;0.0;6;51;1600;0;1595;0;5;1
7;40;0.0254;0.0;6;57;1600;0;1593;0;7;1
8;40;0.0254;0.0;6;63;1600;0;1597;0;3;1
9;40;0.0254;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0255;0.0;6;15;1600;0;939;0;661;1
1;40;0.0255;0.0;6;21;1600;0;1450;0;150;1
2;40;0.0255;0.0;6;27;1600;0;1527;0;73;1
3;40;0.0255;0.0;6;33;1600;0;1567;0;33;1
4;40;0.0255;0.0;6;39;1600;0;1583;0;17;1
5;40;0.0255;0.0;6;45;1600;0;1588;0;12;1
6;40;0.0255;0.0;6;51;1600;0;1595;0;5;1
7;40;0.0255;0.0;6;57;1600;0;1593;0;7;1
8;40;0.0255;0.0;6;63;1600;0;1597;0;3;1
9;40;0.0255;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0256;0.0;6;15;1600;0;1103;0;497;1
1;40;0.0256;0.0;6;21;1600;0;1387;0;213;1
2;40;0.0256;0.0;6;27;1600;0;1542;0;58;1
3;40;0.0256;0.0;6;33;1600;0;1564;0;36;1
4;40;0.0256;0.0;6;39;1600;0;1593;0;7;1
5;40;0.0256;0.0;6;45;1600;0;1585;0;15;1
6;40;0.0256;0.0;6;51;1600;0;1596;0;4;1
7;40;0.0256;0.0;6;57;1600;0;1596;0;4;1
8;40;0.0256;0.0;6;63;1600;0;1597;0;3;1
9;40;0.0256;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0257;0.0;6;15;1600;0;818;0;782;1
1;40;0.0257;0.0;6;21;1600;0;1446;0;154;1
2;40;0.0257;0.0;6;27;1600;0;1543;0;57;1
3;40;0.0257;0.0;6;33;1600;0;1565;0;35;1
4;40;0.0257;0.0;6;39;1600;0;1586;0;14;1
5;40;0.0257;0.0;6;45;1600;0;1585;0;15;1
6;40;0.0257;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0257;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0257;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0257;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0258;0.0;6;15;1600;0;821;0;779;1
1;40;0.0258;0.0;6;21;1600;0;1416;0;184;1
2;40;0.0258;0.0;6;27;1600;0;1534;0;66;1
3;40;0.0258;0.0;6;33;1600;0;1586;0;14;1
4;40;0.0258;0.0;6;39;1600;0;1584;0;16;1
5;40;0.0258;0.0;6;45;1600;0;1590;0;10;1
6;40;0.0258;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0258;0.0;6;57;1600;0;1599;0;1;1
8;40;0.0258;0.0;6;63;1600;0;1596;0;4;1
9;40;0.0258;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0259;0.0;6;15;1600;0;1258;0;342;1
1;40;0.0259;0.0;6;21;1600;0;1460;0;140;1
2;40;0.0259;0.0;6;27;1600;0;1531;0;69;1
3;40;0.0259;0.0;6;33;1600;0;1569;0;31;1
4;40;0.0259;0.0;6;39;1600;0;1593;0;7;1
5;40;0.0259;0.0;6;45;1600;0;1586;0;14;1
6;40;0.0259;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0259;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0259;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0259;0.0;6;69;1600;0;1600;0;0;1
0;40;0.026;0.0;6;15;1600;0;980;0;620;1
1;40;0.026;0.0;6;21;1600;0;1441;0;159;1
2;40;0.026;0.0;6;27;1600;0;1547;0;53;1
3;40;0.026;0.0;6;33;1600;0;1571;0;29;1
4;40;0.026;0.0;6;39;1600;0;1579;0;21;1
5;40;0.026;0.0;6;45;1600;0;1590;0;10;1
6;40;0.026;0.0;6;51;1600;0;1596;0;4;1
7;40;0.026;0.0;6;57;1600;0;1599;0;1;1
8;40;0.026;0.0;6;63;1600;0;1598;0;2;1
9;40;0.026;0.0;6;69;1600;0;1597;0;3;1
0;40;0.0261;0.0;6;15;1600;0;1233;0;367;1
1;40;0.0261;0.0;6;21;1600;0;1487;0;113;1
2;40;0.0261;0.0;6;27;1600;0;1539;0;61;1
3;40;0.0261;0.0;6;33;1600;0;1558;0;42;1
4;40;0.0261;0.0;6;39;1600;0;1585;0;15;1
5;40;0.0261;0.0;6;45;1600;0;1591;0;9;1
6;40;0.0261;0.0;6;51;1600;0;1599;0;1;1
7;40;0.0261;0.0;6;57;1600;0;1594;0;6;1
8;40;0.0261;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0261;0.0;6;69;1600;0;1596;0;4;1
0;40;0.0262;0.0;6;15;1600;0;1193;0;407;1
1;40;0.0262;0.0;6;21;1600;0;1465;0;135;1
2;40;0.0262;0.0;6;27;1600;0;1502;0;98;1
3;40;0.0262;0.0;6;33;1600;0;1569;0;31;1
4;40;0.0262;0.0;6;39;1600;0;1584;0;16;1
5;40;0.0262;0.0;6;45;1600;0;1595;0;5;1
6;40;0.0262;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0262;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0262;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0262;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0263;0.0;6;15;1600;0;1250;0;350;1
1;40;0.0263;0.0;6;21;1600;0;1477;0;123;1
2;40;0.0263;0.0;6;27;1600;0;1535;0;65;1
3;40;0.0263;0.0;6;33;1600;0;1571;0;29;1
4;40;0.0263;0.0;6;39;1600;0;1579;0;21;1
5;40;0.0263;0.0;6;45;1600;0;1592;0;8;1
6;40;0.0263;0.0;6;51;1600;0;1599;0;1;1
7;40;0.0263;0.0;6;57;1600;0;1594;0;6;1
8;40;0.0263;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0263;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0264;0.0;6;15;1600;0;922;0;678;1
1;40;0.0264;0.0;6;21;1600;0;1416;0;184;1
2;40;0.0264;0.0;6;27;1600;0;1542;0;58;1
3;40;0.0264;0.0;6;33;1600;0;1577;0;23;1
4;40;0.0264;0.0;6;39;1600;0;1585;0;15;1
5;40;0.0264;0.0;6;45;1600;0;1590;0;10;1
6;40;0.0264;0.0;6;51;1600;0;1596;0;4;1
7;40;0.0264;0.0;6;57;1600;0;1600;0;0;1
8;40;0.0264;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0264;0.0;6;69;1600;0;1600;0;0;1
0;40;0.0265;0.0;6;15;1600;0;1206;0;394;1
1;40;0.0265;0.0;6;21;1600;0;1438;0;162;1
2;40;0.0265;0.0;6;27;1600;0;1555;0;45;1
3;40;0.0265;0.0;6;33;1600;0;1579;0;21;1
4;40;0.0265;0.0;6;39;1600;0;1588;0;12;1
5;40;0.0265;0.0;6;45;1600;0;1590;0;10;1
6;40;0.0265;0.0;6;51;1600;0;1594;0;6;1
7;40;0.0265;0.0;6;57;1600;0;1593;0;7;1
8;40;0.0265;0.0;6;63;1600;0;1597;0;3;1
9;40;0.0265;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0266;0.0;6;15;1600;0;1094;0;506;1
1;40;0.0266;0.0;6;21;1600;0;1488;0;112;1
2;40;0.0266;0.0;6;27;1600;0;1522;0;78;1
3;40;0.0266;0.0;6;33;1600;0;1577;0;23;1
4;40;0.0266;0.0;6;39;1600;0;1586;0;14;1
5;40;0.0266;0.0;6;45;1600;0;1591;0;9;1
6;40;0.0266;0.0;6;51;1600;0;1596;0;4;1
7;40;0.0266;0.0;6;57;1600;0;1595;0;5;1
8;40;0.0266;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0266;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0267;0.0;6;15;1600;0;1184;0;416;1
1;40;0.0267;0.0;6;21;1600;0;1453;0;147;1
2;40;0.0267;0.0;6;27;1600;0;1552;0;48;1
3;40;0.0267;0.0;6;33;1600;0;1576;0;24;1
4;40;0.0267;0.0;6;39;1600;0;1582;0;18;1
5;40;0.0267;0.0;6;45;1600;0;1598;0;2;1
6;40;0.0267;0.0;6;51;1600;0;1596;0;4;1
7;40;0.0267;0.0;6;57;1600;0;1593;0;7;1
8;40;0.0267;0.0;6;63;1600;0;1596;0;4;1
9;40;0.0267;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0268;0.0;6;15;1600;0;1211;0;389;1
1;40;0.0268;0.0;6;21;1600;0;1424;0;176;1
2;40;0.0268;0.0;6;27;1600;0;1554;0;46;1
3;40;0.0268;0.0;6;33;1600;0;1575;0;25;1
4;40;0.0268;0.0;6;39;1600;0;1592;0;8;1
5;40;0.0268;0.0;6;45;1600;0;1591;0;9;1
6;40;0.0268;0.0;6;51;1600;0;1593;0;7;1
7;40;0.0268;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0268;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0268;0.0;6;69;1600;0;1597;0;3;1
0;40;0.0269;0.0;6;15;1600;0;1023;0;577;1
1;40;0.0269;0.0;6;21;1600;0;1474;0;126;1
2;40;0.0269;0.0;6;27;1600;0;1550;0;50;1
3;40;0.0269;0.0;6;33;1600;0;1568;0;32;1
4;40;0.0269;0.0;6;39;1600;0;1584;0;16;1
5;40;0.0269;0.0;6;45;1600;0;1591;0;9;1
6;40;0.0269;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0269;0.0;6;57;1600;0;1600;0;0;1
8;40;0.0269;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0269;0.0;6;69;1600;0;1597;0;3;1
0;40;0.027;0.0;6;15;1600;0;1154;0;446;1
1;40;0.027;0.0;6;21;1600;0;1434;0;166;1
2;40;0.027;0.0;6;27;1600;0;1559;0;41;1
3;40;0.027;0.0;6;33;1600;0;1577;0;23;1
4;40;0.027;0.0;6;39;1600;0;1592;0;8;1
5;40;0.027;0.0;6;45;1600;0;1591;0;9;1
6;40;0.027;0.0;6;51;1600;0;1595;0;5;1
7;40;0.027;0.0;6;57;1600;0;1597;0;3;1
8;40;0.027;0.0;6;63;1600;0;1598;0;2;1
9;40;0.027;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0271;0.0;6;15;1600;0;975;0;625;1
1;40;0.0271;0.0;6;21;1600;0;1480;0;120;1
2;40;0.0271;0.0;6;27;1600;0;1542;0;58;1
3;40;0.0271;0.0;6;33;1600;0;1581;0;19;1
4;40;0.0271;0.0;6;39;1600;0;1583;0;17;1
5;40;0.0271;0.0;6;45;1600;0;1591;0;9;1
6;40;0.0271;0.0;6;51;1600;0;1585;0;15;1
7;40;0.0271;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0271;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0271;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0272;0.0;6;15;1600;0;1189;0;411;1
1;40;0.0272;0.0;6;21;1600;0;1487;0;113;1
2;40;0.0272;0.0;6;27;1600;0;1557;0;43;1
3;40;0.0272;0.0;6;33;1600;0;1579;0;21;1
4;40;0.0272;0.0;6;39;1600;0;1584;0;16;1
5;40;0.0272;0.0;6;45;1600;0;1590;0;10;1
6;40;0.0272;0.0;6;51;1600;0;1596;0;4;1
7;40;0.0272;0.0;6;57;1600;0;1596;0;4;1
8;40;0.0272;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0272;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0273;0.0;6;15;1600;0;1212;0;388;1
1;40;0.0273;0.0;6;21;1600;0;1486;0;114;1
2;40;0.0273;0.0;6;27;1600;0;1553;0;47;1
3;40;0.0273;0.0;6;33;1600;0;1563;0;37;1
4;40;0.0273;0.0;6;39;1600;0;1589;0;11;1
5;40;0.0273;0.0;6;45;1600;0;1595;0;5;1
6;40;0.0273;0.0;6;51;1600;0;1594;0;6;1
7;40;0.0273;0.0;6;57;1600;0;1594;0;6;1
8;40;0.0273;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0273;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0274;0.0;6;15;1600;0;1369;0;231;1
1;40;0.0274;0.0;6;21;1600;0;1516;0;84;1
2;40;0.0274;0.0;6;27;1600;0;1557;0;43;1
3;40;0.0274;0.0;6;33;1600;0;1577;0;23;1
4;40;0.0274;0.0;6;39;1600;0;1587;0;13;1
5;40;0.0274;0.0;6;45;1600;0;1589;0;11;1
6;40;0.0274;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0274;0.0;6;57;1600;0;1594;0;6;1
8;40;0.0274;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0274;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0275;0.0;6;15;1600;0;1291;0;309;1
1;40;0.0275;0.0;6;21;1600;0;1517;0;83;1
2;40;0.0275;0.0;6;27;1600;0;1537;0;63;1
3;40;0.0275;0.0;6;33;1600;0;1574;0;26;1
4;40;0.0275;0.0;6;39;1600;0;1586;0;14;1
5;40;0.0275;0.0;6;45;1600;0;1594;0;6;1
6;40;0.0275;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0275;0.0;6;57;1600;0;1599;0;1;1
8;40;0.0275;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0275;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0276;0.0;6;15;1600;0;1266;0;334;1
1;40;0.0276;0.0;6;21;1600;0;1513;0;87;1
2;40;0.0276;0.0;6;27;1600;0;1552;0;48;1
3;40;0.0276;0.0;6;33;1600;0;1568;0;32;1
4;40;0.0276;0.0;6;39;1600;0;1578;0;22;1
5;40;0.0276;0.0;6;45;1600;0;1595;0;5;1
6;40;0.0276;0.0;6;51;1600;0;1596;0;4;1
7;40;0.0276;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0276;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0276;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0277;0.0;6;15;1600;0;1205;0;395;1
1;40;0.0277;0.0;6;21;1600;0;1492;0;108;1
2;40;0.0277;0.0;6;27;1600;0;1545;0;55;1
3;40;0.0277;0.0;6;33;1600;0;1572;0;28;1
4;40;0.0277;0.0;6;39;1600;0;1575;0;25;1
5;40;0.0277;0.0;6;45;1600;0;1595;0;5;1
6;40;0.0277;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0277;0.0;6;57;1600;0;1599;0;1;1
8;40;0.0277;0.0;6;63;1600;0;1596;0;4;1
9;40;0.0277;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0278;0.0;6;15;1600;0;1270;0;330;1
1;40;0.0278;0.0;6;21;1600;0;1465;0;135;1
2;40;0.0278;0.0;6;27;1600;0;1557;0;43;1
3;40;0.0278;0.0;6;33;1600;0;1577;0;23;1
4;40;0.0278;0.0;6;39;1600;0;1588;0;12;1
5;40;0.0278;0.0;6;45;1600;0;1593;0;7;1
6;40;0.0278;0.0;6;51;1600;0;1595;0;5;1
7;40;0.0278;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0278;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0278;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0279;0.0;6;15;1600;0;1051;0;549;1
1;40;0.0279;0.0;6;21;1600;0;1516;0;84;1
2;40;0.0279;0.0;6;27;1600;0;1514;0;86;1
3;40;0.0279;0.0;6;33;1600;0;1581;0;19;1
4;40;0.0279;0.0;6;39;1600;0;1581;0;19;1
5;40;0.0279;0.0;6;45;1600;0;1594;0;6;1
6;40;0.0279;0.0;6;51;1600;0;1595;0;5;1
7;40;0.0279;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0279;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0279;0.0;6;69;1600;0;1600;0;0;1
0;40;0.028;0.0;6;15;1600;0;953;0;647;1
1;40;0.028;0.0;6;21;1600;0;1522;0;78;1
2;40;0.028;0.0;6;27;1600;0;1572;0;28;1
3;40;0.028;0.0;6;33;1600;0;1576;0;24;1
4;40;0.028;0.0;6;39;1600;0;1592;0;8;1
5;40;0.028;0.0;6;45;1600;0;1589;0;11;1
6;40;0.028;0.0;6;51;1600;0;1598;0;2;1
7;40;0.028;0.0;6;57;1600;0;1596;0;4;1
8;40;0.028;0.0;6;63;1600;0;1599;0;1;1
9;40;0.028;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0281;0.0;6;15;1600;0;1282;0;318;1
1;40;0.0281;0.0;6;21;1600;0;1472;0;128;1
2;40;0.0281;0.0;6;27;1600;0;1531;0;69;1
3;40;0.0281;0.0;6;33;1600;0;1582;0;18;1
4;40;0.0281;0.0;6;39;1600;0;1592;0;8;1
5;40;0.0281;0.0;6;45;1600;0;1596;0;4;1
6;40;0.0281;0.0;6;51;1600;0;1600;0;0;1
7;40;0.0281;0.0;6;57;1600;0;1592;0;8;1
8;40;0.0281;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0281;0.0;6;69;1600;0;1600;0;0;1
0;40;0.0282;0.0;6;15;1600;0;1273;0;327;1
1;40;0.0282;0.0;6;21;1600;0;1500;0;100;1
2;40;0.0282;0.0;6;27;1600;0;1563;0;37;1
3;40;0.0282;0.0;6;33;1600;0;1588;0;12;1
4;40;0.0282;0.0;6;39;1600;0;1592;0;8;1
5;40;0.0282;0.0;6;45;1600;0;1596;0;4;1
6;40;0.0282;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0282;0.0;6;57;1600;0;1600;0;0;1
8;40;0.0282;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0282;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0283;0.0;6;15;1600;0;1315;0;285;1
1;40;0.0283;0.0;6;21;1600;0;1510;0;90;1
2;40;0.0283;0.0;6;27;1600;0;1558;0;42;1
3;40;0.0283;0.0;6;33;1600;0;1576;0;24;1
4;40;0.0283;0.0;6;39;1600;0;1591;0;9;1
5;40;0.0283;0.0;6;45;1600;0;1594;0;6;1
6;40;0.0283;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0283;0.0;6;57;1600;0;1599;0;1;1
8;40;0.0283;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0283;0.0;6;69;1600;0;1596;0;4;1
0;40;0.0284;0.0;6;15;1600;0;1317;0;283;1
1;40;0.0284;0.0;6;21;1600;0;1529;0;71;1
2;40;0.0284;0.0;6;27;1600;0;1574;0;26;1
3;40;0.0284;0.0;6;33;1600;0;1573;0;27;1
4;40;0.0284;0.0;6;39;1600;0;1592;0;8;1
5;40;0.0284;0.0;6;45;1600;0;1591;0;9;1
6;40;0.0284;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0284;0.0;6;57;1600;0;1596;0;4;1
8;40;0.0284;0.0;6;63;1600;0;1595;0;5;1
9;40;0.0284;0.0;6;69;1600;0;1600;0;0;1
0;40;0.0285;0.0;6;15;1600;0;1212;0;388;1
1;40;0.0285;0.0;6;21;1600;0;1499;0;101;1
2;40;0.0285;0.0;6;27;1600;0;1556;0;44;1
3;40;0.0285;0.0;6;33;1600;0;1580;0;20;1
4;40;0.0285;0.0;6;39;1600;0;1588;0;12;1
5;40;0.0285;0.0;6;45;1600;0;1597;0;3;1
6;40;0.0285;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0285;0.0;6;57;1600;0;1600;0;0;1
8;40;0.0285;0.0;6;63;1600;0;1597;0;3;1
9;40;0.0285;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0286;0.0;6;15;1600;0;1261;0;339;1
1;40;0.0286;0.0;6;21;1600;0;1438;0;162;1
2;40;0.0286;0.0;6;27;1600;0;1566;0;34;1
3;40;0.0286;0.0;6;33;1600;0;1582;0;18;1
4;40;0.0286;0.0;6;39;1600;0;1592;0;8;1
5;40;0.0286;0.0;6;45;1600;0;1598;0;2;1
6;40;0.0286;0.0;6;51;1600;0;1596;0;4;1
7;40;0.0286;0.0;6;57;1600;0;1599;0;1;1
8;40;0.0286;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0286;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0287;0.0;6;15;1600;0;1082;0;518;1
1;40;0.0287;0.0;6;21;1600;0;1505;0;95;1
2;40;0.0287;0.0;6;27;1600;0;1537;0;63;1
3;40;0.0287;0.0;6;33;1600;0;1574;0;26;1
4;40;0.0287;0.0;6;39;1600;0;1593;0;7;1
5;40;0.0287;0.0;6;45;1600;0;1594;0;6;1
6;40;0.0287;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0287;0.0;6;57;1600;0;1600;0;0;1
8;40;0.0287;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0287;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0288;0.0;6;15;1600;0;1363;0;237;1
1;40;0.0288;0.0;6;21;1600;0;1516;0;84;1
2;40;0.0288;0.0;6;27;1600;0;1552;0;48;1
3;40;0.0288;0.0;6;33;1600;0;1577;0;23;1
4;40;0.0288;0.0;6;39;1600;0;1588;0;12;1
5;40;0.0288;0.0;6;45;1600;0;1597;0;3;1
6;40;0.0288;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0288;0.0;6;57;1600;0;1600;0;0;1
8;40;0.0288;0.0;6;63;1600;0;1597;0;3;1
9;40;0.0288;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0289;0.0;6;15;1600;0;1012;0;588;1
1;40;0.0289;0.0;6;21;1600;0;1507;0;93;1
2;40;0.0289;0.0;6;27;1600;0;1568;0;32;1
3;40;0.0289;0.0;6;33;1600;0;1577;0;23;1
