Index;Size;Sick;Death;mindays;maxSickDays;Total;Dead;Immune;Infected;Healthy;Epidemic
4;40;0.0289;0.0;6;39;1600;0;1588;0;12;1
5;40;0.0289;0.0;6;45;1600;0;1598;0;2;1
6;40;0.0289;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0289;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0289;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0289;0.0;6;69;1600;0;1599;0;1;1
0;40;0.029;0.0;6;15;1600;0;1120;0;480;1
1;40;0.029;0.0;6;21;1600;0;1531;0;69;1
2;40;0.029;0.0;6;27;1600;0;1564;0;36;1
3;40;0.029;0.0;6;33;1600;0;1572;0;28;1
4;40;0.029;0.0;6;39;1600;0;1590;0;10;1
5;40;0.029;0.0;6;45;1600;0;1599;0;1;1
6;40;0.029;0.0;6;51;1600;0;1598;0;2;1
7;40;0.029;0.0;6;57;1600;0;1599;0;1;1
8;40;0.029;0.0;6;63;1600;0;1599;0;1;1
9;40;0.029;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0291;0.0;6;15;1600;0;1221;0;379;1
1;40;0.0291;0.0;6;21;1600;0;1482;0;118;1
2;40;0.0291;0.0;6;27;1600;0;1552;0;48;1
3;40;0.0291;0.0;6;33;1600;0;1585;0;15;1
4;40;0.0291;0.0;6;39;1600;0;1590;0;10;1
5;40;0.0291;0.0;6;45;1600;0;1593;0;7;1
6;40;0.0291;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0291;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0291;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0291;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0292;0.0;6;15;1600;0;1230;0;370;1
1;40;0.0292;0.0;6;21;1600;0;1518;0;82;1
2;40;0.0292;0.0;6;27;1600;0;1562;0;38;1
3;40;0.0292;0.0;6;33;1600;0;1569;0;31;1
4;40;0.0292;0.0;6;39;1600;0;1589;0;11;1
5;40;0.0292;0.0;6;45;1600;0;1594;0;6;1
6;40;0.0292;0.0;6;51;1600;0;1598;0;2;1
7;40;0.0292;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0292;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0292;0.0;6;69;1600;0;1600;0;0;1
0;40;0.0293;0.0;6;15;1600;0;1393;0;207;1
1;40;0.0293;0.0;6;21;1600;0;1507;0;93;1
2;40;0.0293;0.0;6;27;1600;0;1569;0;31;1
3;40;0.0293;0.0;6;33;1600;0;1580;0;20;1
4;40;0.0293;0.0;6;39;1600;0;1594;0;6;1
5;40;0.0293;0.0;6;45;1600;0;1587;0;13;1
6;40;0.0293;0.0;6;51;1600;0;1599;0;1;1
7;40;0.0293;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0293;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0293;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0294;0.0;6;15;1600;0;1372;0;228;1
1;40;0.0294;0.0;6;21;1600;0;1511;0;89;1
2;40;0.0294;0.0;6;27;1600;0;1567;0;33;1
3;40;0.0294;0.0;6;33;1600;0;1586;0;14;1
4;40;0.0294;0.0;6;39;1600;0;1588;0;12;1
5;40;0.0294;0.0;6;45;1600;0;1596;0;4;1
6;40;0.0294;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0294;0.0;6;57;1600;0;1594;0;6;1
8;40;0.0294;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0294;0.0;6;69;1600;0;1600;0;0;1
0;40;0.0295;0.0;6;15;1600;0;1369;0;231;1
1;40;0.0295;0.0;6;21;1600;0;1520;0;80;1
2;40;0.0295;0.0;6;27;1600;0;1568;0;32;1
3;40;0.0295;0.0;6;33;1600;0;1579;0;21;1
4;40;0.0295;0.0;6;39;1600;0;1592;0;8;1
5;40;0.0295;0.0;6;45;1600;0;1588;0;12;1
6;40;0.0295;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0295;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0295;0.0;6;63;1600;0;1598;0;2;1
9;40;0.0295;0.0;6;69;1600;0;1597;0;3;1
0;40;0.0296;0.0;6;15;1600;0;1239;0;361;1
1;40;0.0296;0.0;6;21;1600;0;1543;0;57;1
2;40;0.0296;0.0;6;27;1600;0;1567;0;33;1
3;40;0.0296;0.0;6;33;1600;0;1580;0;20;1
4;40;0.0296;0.0;6;39;1600;0;1590;0;10;1
5;40;0.0296;0.0;6;45;1600;0;1594;0;6;1
6;40;0.0296;0.0;6;51;1600;0;1600;0;0;1
7;40;0.0296;0.0;6;57;1600;0;1599;0;1;1
8;40;0.0296;0.0;6;63;1600;0;1599;0;1;1
9;40;0.0296;0.0;6;69;1600;0;1599;0;1;1
0;40;0.0297;0.0;6;15;1600;0;1239;0;361;1
1;40;0.0297;0.0;6;21;1600;0;1513;0;87;1
2;40;0.0297;0.0;6;27;1600;0;1567;0;33;1
3;40;0.0297;0.0;6;33;1600;0;1578;0;22;1
4;40;0.0297;0.0;6;39;1600;0;1591;0;9;1
5;40;0.0297;0.0;6;45;1600;0;1594;0;6;1
6;40;0.0297;0.0;6;51;1600;0;1599;0;1;1
7;40;0.0297;0.0;6;57;1600;0;1598;0;2;1
8;40;0.0297;0.0;6;63;1600;0;1591;0;9;1
9;40;0.0297;0.0;6;69;1600;0;1600;0;0;1
0;40;0.0298;0.0;6;15;1600;0;1369;0;231;1
1;40;0.0298;0.0;6;21;1600;0;1489;0;111;1
2;40;0.0298;0.0;6;27;1600;0;1575;0;25;1
3;40;0.0298;0.0;6;33;1600;0;1586;0;14;1
4;40;0.0298;0.0;6;39;1600;0;1596;0;4;1
5;40;0.0298;0.0;6;45;1600;0;1593;0;7;1
6;40;0.0298;0.0;6;51;1600;0;1597;0;3;1
7;40;0.0298;0.0;6;57;1600;0;1597;0;3;1
8;40;0.0298;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0298;0.0;6;69;1600;0;1598;0;2;1
0;40;0.0299;0.0;6;15;1600;0;1370;0;230;1
1;40;0.0299;0.0;6;21;1600;0;1526;0;74;1
2;40;0.0299;0.0;6;27;1600;0;1569;0;31;1
3;40;0.0299;0.0;6;33;1600;0;1577;0;23;1
4;40;0.0299;0.0;6;39;1600;0;1591;0;9;1
5;40;0.0299;0.0;6;45;1600;0;1598;0;2;1
6;40;0.0299;0.0;6;51;1600;0;1599;0;1;1
7;40;0.0299;0.0;6;57;1600;0;1596;0;4;1
8;40;0.0299;0.0;6;63;1600;0;1600;0;0;1
9;40;0.0299;0.0;6;69;1600;0;1600;0;0;1
