Size;Sick;Death;mindays;maxSickDays;Total;Dead;Immune;Infected;Healthy;Epidemic
40;0.02116;0.0;6;15;1600;0;3;0;1597;0
40;0.02117;0.0;6;15;1600;0;3;0;1597;0
40;0.02118;0.0;6;15;1600;0;3;0;1597;0
40;0.02119;0.0;6;15;1600;0;3;0;1597;0
40;0.0212;0.0;6;15;1600;0;3;0;1597;0
40;0.02121;0.0;6;15;1600;0;3;0;1597;0
40;0.02122;0.0;6;15;1600;0;3;0;1597;0
40;0.02123;0.0;6;15;1600;0;3;0;1597;0
40;0.02124;0.0;6;15;1600;0;3;0;1597;0
40;0.02125;0.0;6;15;1600;0;3;0;1597;0
40;0.02126;0.0;6;15;1600;0;3;0;1597;0
40;0.02127;0.0;6;15;1600;0;3;0;1597;0
40;0.02128;0.0;6;15;1600;0;3;0;1597;0
40;0.02129;0.0;6;15;1600;0;3;0;1597;0
40;0.0213;0.0;6;15;1600;0;3;0;1597;0
40;0.02131;0.0;6;15;1600;0;3;0;1597;0
40;0.02132;0.0;6;15;1600;0;3;0;1597;0
40;0.02133;0.0;6;15;1600;0;3;0;1597;0
40;0.02134;0.0;6;15;1600;0;3;0;1597;0
40;0.02135;0.0;6;15;1600;0;3;0;1597;0
40;0.02136;0.0;6;15;1600;0;3;0;1597;0
40;0.02137;0.0;6;15;1600;0;3;0;1597;0
40;0.02138;0.0;6;15;1600;0;3;0;1597;0
40;0.02139;0.0;6;15;1600;0;3;0;1597;0
40;0.0214;0.0;6;15;1600;0;3;0;1597;0
40;0.02141;0.0;6;15;1600;0;3;0;1597;0
40;0.02142;0.0;6;15;1600;0;3;0;1597;0
40;0.02143;0.0;6;15;1600;0;3;0;1597;0
40;0.02144;0.0;6;15;1600;0;3;0;1597;0
40;0.02145;0.0;6;15;1600;0;3;0;1597;0
40;0.02146;0.0;6;15;1600;0;3;0;1597;0
40;0.02147;0.0;6;15;1600;0;3;0;1597;0
40;0.02148;0.0;6;15;1600;0;3;0;1597;0
40;0.02149;0.0;6;15;1600;0;3;0;1597;0
40;0.0215;0.0;6;15;1600;0;3;0;1597;0
40;0.02151;0.0;6;15;1600;0;3;0;1597;0
40;0.02152;0.0;6;15;1600;0;3;0;1597;0
40;0.02153;0.0;6;15;1600;0;3;0;1597;0
40;0.02154;0.0;6;15;1600;0;3;0;1597;0
40;0.02155;0.0;6;15;1600;0;3;0;1597;0
40;0.02156;0.0;6;15;1600;0;3;0;1597;0
40;0.02157;0.0;6;15;1600;0;3;0;1597;0
40;0.02158;0.0;6;15;1600;0;3;0;1597;0
40;0.02159;0.0;6;15;1600;0;3;0;1597;0
40;0.0216;0.0;6;15;1600;0;3;0;1597;0
40;0.02161;0.0;6;15;1600;0;3;0;1597;0
40;0.02162;0.0;6;15;1600;0;3;0;1597;0
40;0.02163;0.0;6;15;1600;0;3;0;1597;0
40;0.02164;0.0;6;15;1600;0;3;0;1597;0
40;0.02165;0.0;6;15;1600;0;3;0;1597;0
40;0.02166;0.0;6;15;1600;0;3;0;1597;0
40;0.02167;0.0;6;15;1600;0;3;0;1597;0
40;0.02168;0.0;6;15;1600;0;3;0;1597;0
40;0.02169;0.0;6;15;1600;0;3;0;1597;0
40;0.0217;0.0;6;15;1600;0;3;0;1597;0
40;0.02171;0.0;6;15;1600;0;3;0;1597;0
40;0.02172;0.0;6;15;1600;0;3;0;1597;0
40;0.02173;0.0;6;15;1600;0;3;0;1597;0
40;0.02174;0.0;6;15;1600;0;3;0;1597;0
40;0.02175;0.0;6;15;1600;0;3;0;1597;0
40;0.02176;0.0;6;15;1600;0;3;0;1597;0
40;0.02177;0.0;6;15;1600;0;3;0;1597;0
40;0.02178;0.0;6;15;1600;0;3;0;1597;0
40;0.02179;0.0;6;15;1600;0;3;0;1597;0
40;0.0218;0.0;6;15;1600;0;3;0;1597;0
40;0.02181;0.0;6;15;1600;0;3;0;1597;0
40;0.02182;0.0;6;15;1600;0;3;0;1597;0
40;0.02183;0.0;6;15;1600;0;3;0;1597;0
40;0.02184;0.0;6;15;1600;0;3;0;1597;0
40;0.02185;0.0;6;15;1600;0;3;0;1597;0
40;0.02186;0.0;6;15;1600;0;3;0;1597;0
40;0.02187;0.0;6;15;1600;0;3;0;1597;0
40;0.02188;0.0;6;15;1600;0;3;0;1597;0
40;0.02189;0.0;6;15;1600;0;3;0;1597;0
40;0.0219;0.0;6;15;1600;0;3;0;1597;0
40;0.02191;0.0;6;15;1600;0;3;0;1597;0
40;0.02192;0.0;6;15;1600;0;3;0;1597;0
40;0.02193;0.0;6;15;1600;0;3;0;1597;0
40;0.02194;0.0;6;15;1600;0;3;0;1597;0
40;0.02195;0.0;6;15;1600;0;3;0;1597;0
40;0.02196;0.0;6;15;1600;0;3;0;1597;0
40;0.02197;0.0;6;15;1600;0;3;0;1597;0
40;0.02198;0.0;6;15;1600;0;3;0;1597;0
40;0.02199;0.0;6;15;1600;0;3;0;1597;0
40;0.022;0.0;6;15;1600;0;3;0;1597;0
40;0.02201;0.0;6;15;1600;0;3;0;1597;0
40;0.02202;0.0;6;15;1600;0;3;0;1597;0
40;0.02203;0.0;6;15;1600;0;3;0;1597;0
40;0.02204;0.0;6;15;1600;0;3;0;1597;0
40;0.02205;0.0;6;15;1600;0;3;0;1597;0
40;0.02206;0.0;6;15;1600;0;3;0;1597;0
40;0.02207;0.0;6;15;1600;0;3;0;1597;0
40;0.02208;0.0;6;15;1600;0;3;0;1597;0
40;0.02209;0.0;6;15;1600;0;3;0;1597;0
40;0.0221;0.0;6;15;1600;0;3;0;1597;0
40;0.02211;0.0;6;15;1600;0;3;0;1597;0
40;0.02212;0.0;6;15;1600;0;3;0;1597;0
40;0.02213;0.0;6;15;1600;0;3;0;1597;0
40;0.02214;0.0;6;15;1600;0;3;0;1597;0
40;0.02215;0.0;6;15;1600;0;3;0;1597;0
40;0.02216;0.0;6;15;1600;0;3;0;1597;0
40;0.02217;0.0;6;15;1600;0;3;0;1597;0
40;0.02218;0.0;6;15;1600;0;3;0;1597;0
40;0.02219;0.0;6;15;1600;0;3;0;1597;0
40;0.0222;0.0;6;15;1600;0;3;0;1597;0
40;0.02221;0.0;6;15;1600;0;3;0;1597;0
40;0.02222;0.0;6;15;1600;0;3;0;1597;0
40;0.02223;0.0;6;15;1600;0;3;0;1597;0
40;0.02224;0.0;6;15;1600;0;3;0;1597;0
40;0.02225;0.0;6;15;1600;0;3;0;1597;0
40;0.02226;0.0;6;15;1600;0;3;0;1597;0
40;0.02227;0.0;6;15;1600;0;3;0;1597;0
40;0.02228;0.0;6;15;1600;0;3;0;1597;0
40;0.02229;0.0;6;15;1600;0;3;0;1597;0
40;0.0223;0.0;6;15;1600;0;3;0;1597;0
40;0.02231;0.0;6;15;1600;0;3;0;1597;0
40;0.02232;0.0;6;15;1600;0;3;0;1597;0
40;0.02233;0.0;6;15;1600;0;3;0;1597;0
40;0.02234;0.0;6;15;1600;0;3;0;1597;0
40;0.02235;0.0;6;15;1600;0;3;0;1597;0
40;0.02236;0.0;6;15;1600;0;3;0;1597;0
40;0.02237;0.0;6;15;1600;0;3;0;1597;0
40;0.02238;0.0;6;15;1600;0;3;0;1597;0
40;0.02239;0.0;6;15;1600;0;3;0;1597;0
40;0.0224;0.0;6;15;1600;0;3;0;1597;0
40;0.02241;0.0;6;15;1600;0;3;0;1597;0
40;0.02242;0.0;6;15;1600;0;3;0;1597;0
40;0.02243;0.0;6;15;1600;0;3;0;1597;0
40;0.02244;0.0;6;15;1600;0;3;0;1597;0
40;0.02245;0.0;6;15;1600;0;3;0;1597;0
40;0.02246;0.0;6;15;1600;0;3;0;1597;0
40;0.02247;0.0;6;15;1600;0;3;0;1597;0
40;0.02248;0.0;6;15;1600;0;3;0;1597;0
40;0.02249;0.0;6;15;1600;0;3;0;1597;0
40;0.0225;0.0;6;15;1600;0;3;0;1597;0
40;0.02251;0.0;6;15;1600;0;3;0;1597;0
40;0.02252;0.0;6;15;1600;0;3;0;1597;0
40;0.02253;0.0;6;15;1600;0;3;0;1597;0
40;0.02254;0.0;6;15;1600;0;3;0;1597;0
40;0.02255;0.0;6;15;1600;0;3;0;1597;0
40;0.02256;0.0;6;15;1600;0;3;0;1597;0
40;0.02257;0.0;6;15;1600;0;3;0;1597;0
40;0.02258;0.0;6;15;1600;0;3;0;1597;0
40;0.02259;0.0;6;15;1600;0;3;0;1597;0
40;0.0226;0.0;6;15;1600;0;3;0;1597;0
40;0.02261;0.0;6;15;1600;0;3;0;1597;0
40;0.02262;0.0;6;15;1600;0;3;0;1597;0
40;0.02263;0.0;6;15;1600;0;3;0;1597;0
40;0.02264;0.0;6;15;1600;0;3;0;1597;0
40;0.02265;0.0;6;15;1600;0;3;0;1597;0
40;0.02266;0.0;6;15;1600;0;3;0;1597;0
40;0.02267;0.0;6;15;1600;0;3;0;1597;0
40;0.02268;0.0;6;15;1600;0;3;0;1597;0
40;0.02269;0.0;6;15;1600;0;3;0;1597;0
40;0.0227;0.0;6;15;1600;0;3;0;1597;0
40;0.02271;0.0;6;15;1600;0;3;0;1597;0
40;0.02272;0.0;6;15;1600;0;3;0;1597;0
40;0.02273;0.0;6;15;1600;0;3;0;1597;0
40;0.02274;0.0;6;15;1600;0;3;0;1597;0
40;0.02275;0.0;6;15;1600;0;3;0;1597;0
40;0.02276;0.0;6;15;1600;0;3;0;1597;0
40;0.02277;0.0;6;15;1600;0;3;0;1597;0
40;0.02278;0.0;6;15;1600;0;3;0;1597;0
40;0.02279;0.0;6;15;1600;0;739;0;861;0
40;0.0228;0.0;6;15;1600;0;794;0;806;0
40;0.02281;0.0;6;15;1600;0;794;0;806;0
40;0.02282;0.0;6;15;1600;0;794;0;806;0
40;0.02283;0.0;6;15;1600;0;656;0;944;0
40;0.02284;0.0;6;15;1600;0;656;0;944;0
40;0.02285;0.0;6;15;1600;0;656;0;944;0
40;0.02286;0.0;6;15;
